costF,latencyF,dist,time
1800,1290.87376,1107.51467984137,2.11999999999989
1423,2293.55033333333,1349.56494207702,2.11999999999989
1915,1222.37683333333,1135.93905235603,2.11999999999989
1433,1999.2854,1229.90153169402,2.11999999999989
1707,2139.58633333333,1368.54655362786,2.11999999999989
1372,3045.341,1670.06630154921,2.11999999999989
1459,2974.885,1656.70016623596,2.11999999999989
1649,2291.06633333333,1411.39876928293,2.11999999999989
1291,3696.6278,1957.78817110872,2.11999999999989
917,4188.2294,2143.72074365018,2.11999999999989
1099,3881.5398,2017.06173796094,2.11999999999989
1893,1881.15196,1334.37079709988,2.11999999999989
1781,2008.4842,1342.19687282172,2.11999999999989
1841,1577.08429333333,1212.07217898509,2.11999999999989
1802,1609.41738,1208.03852412144,2.11999999999989
1711,2487.31356,1509.49078713319,2.11999999999989
2372,790.569693333333,1250.13843633587,2.11999999999989
2432,609.39796,1253.59382114505,2.11999999999989
2373,481.064373333333,1210.6353632794,2.11999999999989
2119,955.395293333333,1162.21137992659,2.11999999999989
1409,3129.7684,1716.15349238046,2.11999999999989
723,4752.8102,2403.7436321925,2.11999999999989
950,4093.9028,2101.34124643332,2.11999999999989
822,4719.101,2395.07819539368,2.11999999999989
