costF,latencyF,dist,time
1637,1809.54956666667,1220.06543207972,2.11000000000013
1220,2634.62983333333,1451.69507461881,2.11000000000013
1213,2644.79833333333,1454.84769168484,2.11000000000013
1599,2287.3474,1395.41742216144,2.11000000000013
1306,2738.05356666667,1516.78717474932,2.11000000000013
2141,1561.02296,1324.82769461232,2.11000000000013
2135,1543.27992,1317.18809509834,2.11000000000013
1630,2338.4278,1425.23196145512,2.11000000000013
1271,3019.5706,1638.08177515535,2.11000000000013
1260,3136.5331,1690.07691299802,2.11000000000013
1739,2111.7398,1367.80535739776,2.11000000000013
1935,1726.96156,1296.78653117212,2.11000000000013
1825,2042.88216,1369.67081078322,2.11000000000013
1510,2661.789,1530.13240281037,2.11000000000013
1264,3372.0062,1800.56392644349,2.11000000000013
1055,3947.4574,2043.00299343973,2.11000000000013
947,3544.33233333333,1834.33235055102,2.11000000000013
1593,2474.34056,1471.39476406411,2.11000000000013
1287,3001.7528,1633.01017084308,2.11000000000013
1953,1671.92736,1285.45226448871,2.11000000000013
547,4375.6692,2204.86337149429,2.11000000000013
1402,2735.51293333333,1536.93160293765,2.11000000000013
743,4327.099,2195.21267510696,2.11000000000013
1074,3285.90333333333,1728.48464818256,2.11000000000013
1600,2248.35746,1379.77455295581,2.11000000000013
637,4286.527,2166.79964012187,2.11000000000013
2102,1114.82536,1189.66797713681,2.11000000000013
1597,2617.5798,1533.14488954632,2.11000000000013
972,3907.2046,2013.14628046878,2.11000000000013
2234,902.358693333333,1204.67912858925,2.11000000000013
