costF,latencyF,dist,time
1839,1549.92793333333,1202.51794150097,2.19000000000005
1055,3675.15276,1911.79057491502,2.19000000000005
2197,798.5845,1168.8184422356,2.19000000000005
1949,1468.11373333333,1220.03677547051,2.19000000000005
978,4127.4462,2120.86634031322,2.19000000000005
1734,2333.6986,1453.69401488432,2.19000000000005
1535,2370.2148,1411.92627269796,2.19000000000005
2570,277.1108,1292.44829640073,2.19000000000005
2063,1304.267,1220.35664943583,2.19000000000005
1408,3129.3314,1715.74903548173,2.19000000000005
991,3580.7062,1857.65563888456,2.19000000000005
2388,437.91704,1213.91055415158,2.19000000000005
1756,2055.9672,1351.90024849061,2.19000000000005
1889,1797.20236,1303.67339878414,2.19000000000005
2178,814.70068,1162.69312352749,2.19000000000005
640,4523.8142,2284.43072318475,2.19000000000005
1362,2927.62206666667,1614.46701462384,2.19000000000005
1296,3292.63673333333,1769.2563874193,2.19000000000005
933,4207.0318,2154.62325977253,2.19000000000005
1526,2215.89626666667,1345.25762073917,2.19000000000005
727,4560.329,2308.95699333276,2.19000000000005
2208,692.14228,1156.97071438343,2.19000000000005
1170,3186.67286666667,1697.33496687819,2.19000000000005
1404,2961.1466,1638.56684229631,2.19000000000005
1401,3088.9198,1695.89405114471,2.19000000000005
2034,1408.87864,1237.14338520725,2.19000000000005
1711,2351.6782,1454.12442352393,2.19000000000005
2274,586.53298,1174.21217595327,2.19000000000005
1755,1782.41446666667,1250.70243573188,2.19000000000005
1416,3069.7898,1690.31545992043,2.19000000000005
2011,1038.7906,1131.72511135085,2.19000000000005
1523,2989.3554,1677.4813491891,2.19000000000005
1503,2911.8118,1638.41821268405,2.19000000000005
1321,3173.3222,1718.64879956703,2.19000000000005
