costF,latencyF,dist,time
1628,1935.3822,1264.52444223875,2.15300000000002
1496,2362.04556666667,1397.96953284126,2.15300000000002
1529,2269.1694,1368.11647584337,2.15300000000002
1677,1751.00573333333,1212.2654492897,2.15300000000002
1769,1631.45406666667,1203.2251837918,2.15300000000002
1175,3203.14326666667,1705.92729818653,2.15300000000002
1672,1911.66138333333,1269.84578242083,2.15300000000002
1390,2607.5262,1477.43805992725,2.15300000000002
1882,1263.49866666667,1133.39676202427,2.15300000000002
1721,1990.65746666667,1315.72775960642,2.15300000000002
1300,2876.1122,1578.13350092671,2.15300000000002
1821,1536.79936,1191.40602576288,2.15300000000002
2061,1172.63066666667,1185.62047894838,2.15300000000002
1159,3300.2028,1748.90104931124,2.15300000000002
1062,4018.2222,2078.09730574466,2.15300000000002
942,4278.999,2190.7302687689,2.15300000000002
2015,1225.78936,1179.27780390046,2.15300000000002
1207,3277.8276,1746.49669161738,2.15300000000002
2166,581.386743333333,1121.3347565874,2.15300000000002
854,3464.6758,1784.18709774968,2.15300000000002
1991,1126.55153333333,1143.80935444414,2.15300000000002
740,4224.2526,2144.28951103896,2.15300000000002
2015,1029.32258,1131.34101553177,2.15300000000002
1315,2772.5436,1534.29324233513,2.15300000000002
939,3505.6344,1814.60695099954,2.15300000000002
811,4173.9521,2126.0054758334,2.15300000000002
2159,1028.39416,1195.70852931663,2.15300000000002
2236,768.717826666667,1182.2249254092,2.15300000000002
632,4938.411,2489.34364868136,2.15300000000002
994,3422.0197,1781.73053708944,2.15300000000002
744,4692.487,2375.55100161883,2.15300000000002
2222,710.265143333333,1166.37907365426,2.15300000000002
603,4959.355,2497.93970183554,2.15300000000002
2107,950.39596,1155.71422514222,2.15300000000002
