costF,latencyF,dist,time
1511,2535.31686666667,1475.71614940039,2.12999999999988
951,3461.12513333333,1794.69970946337,2.12999999999988
1746,1881.29736,1283.33508453005,2.12999999999988
1290,2888.2326,1581.6121167738,2.12999999999988
1496,2547.3646,1477.08178559391,2.12999999999988
1143,3189.401,1694.01355800367,2.12999999999988
1785,1878.95889333333,1295.83096147187,2.12999999999988
2225,725.809943333333,1170.19497027649,2.12999999999988
2136,1046.31212666667,1189.25029602789,2.12999999999988
945,3456.135,1791.50035851413,2.12999999999988
1151,3485.22246666667,1835.18232351435,2.12999999999988
2013,1324.97293333333,1204.96081617474,2.12999999999988
1690,2172.71806,1376.29972827961,2.12999999999988
2242,835.127393333333,1196.24430647503,2.12999999999988
1370,3083.0294,1686.85878790019,2.12999999999988
1281,3201.6154,1724.18837206939,2.12999999999988
1203,3330.0034,1770.32000242976,2.12999999999988
1054,4059.3662,2096.98414071867,2.12999999999988
2136,900.799333333333,1159.08751168039,2.12999999999988
825,4760.447,2415.70282939608,2.12999999999988
724,4908.663,2480.8843406923,2.12999999999988
716,4919.671,2485.75032677464,2.12999999999988
2191,691.410326666667,1148.75250161004,2.12999999999988
2026,1287.34396,1200.20107391933,2.12999999999988
1928,1935.97409333333,1366.12405092453,2.12999999999988
716,4580.4926,2318.05783246745,2.12999999999988
