costF,latencyF,dist,time
1509,2069.68153333333,1280.68952613631,2.19299999999998
1706,1580.9885,1162.96610409894,2.19299999999998
2150,723.311806666667,1134.20456374318,2.19299999999998
1708,1986.15976,1309.77999987052,2.19299999999998
1477,2269.8158,1354.03035101965,2.19299999999998
1315,2808.10548,1550.37748522787,2.19299999999998
1504,2199.6415,1332.33242178165,2.19299999999998
1513,2115.4866,1300.42805979219,2.19299999999998
1801,1851.81666,1291.59068034861,2.19299999999998
1503,2270.17346666667,1361.3133886763,2.19299999999998
973,3823.4998,1972.68089922065,2.19299999999998
1074,3530.9366,1845.331221842,2.19299999999998
1703,2134.77913333333,1365.42035177042,2.19299999999998
1051,3469.9228,1812.79930204365,2.19299999999998
1251,3086.67213333333,1665.2736906209,2.19299999999998
1699,1986.2878,1306.89902291922,2.19299999999998
1898,1430.60936,1188.38621046775,2.19299999999998
1846,1728.55656,1264.4785270141,2.19299999999998
843,4001.823,2044.82495114674,2.19299999999998
1937,1685.33336,1283.77544125997,2.19299999999998
938,3851.14313333333,1981.86449041177,2.19299999999998
710,4384.6581,2220.88533325651,2.19299999999998
2261,652.68298,1176.66011154259,2.19299999999998
2207,858.347493333333,1184.01957535672,2.19299999999998
1776,2079.56536,1367.36682043553,2.19299999999998
2169,813.9097,1158.34040762572,2.19299999999998
931,3576.19433333333,1847.69632987712,2.19299999999998
979,3503.9214,1819.05924706824,2.19299999999998
2155,1041.24209333333,1196.68397007409,2.19299999999998
733,4186.3285,2125.0079593917,2.19299999999998
1710,1914.1413,1283.35857385667,2.19299999999998
1567,2121.1946,1318.61248392668,2.19299999999998
1397,2822.66588,1574.72629924347,2.19299999999998
2031,1087.96352,1152.02274509347,2.19299999999998
