x
22.916
23.769
24.233
23.416
22.949
24.253
22.92
24.023
22.967
22.703
24.407
23.046
23.143
23.896
24.45
23.517
24.374
22.774
23.32
22.953
22.893
23.953
22.48
23.76
24.193
23.087
22.747
23.69
23.687
23.516
22.926
23.83
23.4
22.924
23.177
23.65
22.937
23.323
23.206
24.627
24.26
24.764
24.69
24.703
24.69
24.916
24.64
24.967
24.703
24.507
24.66
24.874
24.753
24.514
24.72
25.287
24.696
24.79
24.564
24.72
25.203
24.88
24.8
24.866
24.643
24.653
24.93
24.424
24.47
24.754
24.717
24.463
24.913
24.563
23.94
24.673
24.486
23.87
24.7
23.583
