x
13.806
13.809
13.816
13.839
13.879
13.813
13.866
13.816
14.037
13.983
13.997
14.003
13.98
13.967
14
13.95
13.924
13.924
13.98
13.987
13.983
13.957
13.953
13.85
13.793
13.83
13.75
13.864
13.86
13.767
13.956
13.823
13.77
13.864
13.844
13.807
13.95
13.793
13.937
13.803
11.23
11.354
11.32
11.234
11.294
11.23
11.2
11.25
11.154
11.087
11.09
11.067
11.174
11.063
11.074
11.06
11.183
11.12
11.183
11.177
11.214
11.183
11.25
11.147
11.2
11.133
11.147
11.18
11.247
11.203
11.264
11.16
10.37
11.13
10.91
9.753
11.173
11.164
11.17
10.44
