x
8.02
7.95
8.024
8.247
7.907
7.926
8.266
7.967
7.973
7.83
8.26
7.997
8.343
7.89
8.94
8.197
7.94
7.917
7.89
8.083
7.91
8.07
7.984
8.044
7.824
8.033
7.966
7.817
8.41
7.973
8.03
8.13
7.12
7.926
7.867
8.09
7.93
8.083
7.753
7.494
0.0599999999999987
