costF,latencyF,dist,time
693,1325.60238888889,747.908867013209,1.87000000000012
334,1632.3,833.060515508927,1.87000000000012
927,1103.75,720.692906601002,1.87000000000012
437,1591.44333333333,825.175872649448,1.87000000000012
844,1170.24777777778,721.424954758606,1.87000000000012
417,1604.83333333333,829.062577218659,1.87000000000012
713,1321.27122222222,750.687458712447,1.87000000000012
796,1312.38677777778,767.459291181939,1.87000000000012
626,1465.06122222222,796.599081228957,1.87000000000012
520,1563.97666666667,824.078730140176,1.87000000000012
603,1497.47888888889,807.16355571035,1.87000000000012
607,1477.8,798.802516270448,1.87000000000012
713,1378.88455555556,776.159071574513,1.87000000000012
