costF,latencyF,dist,time
520,1563.97666666667,824.078730140176,1.90000000000009
840,1131.62494444444,704.658607924591,1.90000000000009
713,1378.88455555556,776.159071574513,1.90000000000009
821,1202.66544444444,728.087421135119,1.90000000000009
927,1103.75,720.692906601002,1.90000000000009
796,1312.38677777778,767.459291181939,1.90000000000009
709,1398.56344444444,784.005852678459,1.90000000000009
587,1452.15888888889,783.156184706954,1.90000000000009
690,1411.30222222222,785.473418144972,1.90000000000009
844,1170.24777777778,721.424954758606,1.90000000000009
543,1492.52788888889,794.117198389369,1.90000000000009
607,1477.8,798.802516270448,1.90000000000009
693,1325.60238888889,747.908867013209,1.90000000000009
713,1321.27122222222,750.687458712447,1.90000000000009
738,1211.54988888889,709.312542760009,1.90000000000009
