costF,latencyF,dist,time
844,1170.24777777778,721.424954758606,1.91699999999992
334,1632.3,833.060515508927,1.91699999999992
734,1230.54038888889,716.412180362467,1.91699999999992
626,1465.06122222222,796.599081228957,1.91699999999992
520,1563.97666666667,824.078730140176,1.91699999999992
690,1411.30222222222,785.473418144972,1.91699999999992
927,1103.75,720.692906601002,1.91699999999992
607,1477.8,798.802516270448,1.91699999999992
796,1312.38677777778,767.459291181939,1.91699999999992
603,1497.47888888889,807.16355571035,1.91699999999992
437,1591.44333333333,825.175872649448,1.91699999999992
