costF,latencyF,dist,time
821,1202.66544444444,728.087421135119,1.92599999999993
927,1103.75,720.692906601002,1.92599999999993
796,1312.38677777778,767.459291181939,1.92599999999993
437,1591.44333333333,825.175872649448,1.92599999999993
417,1604.83333333333,829.062577218659,1.92599999999993
603,1497.47888888889,807.16355571035,1.92599999999993
844,1170.24777777778,721.424954758606,1.92599999999993
713,1378.88455555556,776.159071574513,1.92599999999993
626,1465.06122222222,796.599081228957,1.92599999999993
709,1398.56344444444,784.005852678459,1.92599999999993
690,1411.30222222222,785.473418144972,1.92599999999993
