x
6.087
6.277
6.17
6.17
6.186
6.067
6.06
6.117
5.946
6.16
6.117
6.013
6.093
6.3
6.123
5.93
6.027
6.207
6.3
6.107
6.147
6.193
6.25
6.036
6.15300000000001
5.99
5.996
5.83
5.963
6.04
6.09
6.017
4.614
6.037
5.91
5.793
5.83300000000001
5.98999999999999
5.834
6.01000000000001
0.0570000000000004
