x
4.483
4.386
4.419
4.376
4.396
4.359
4.426
4.453
4.21
4.163
4.12
4.2
4.126
4.104
4.15
4.157
4.266
4.266
4.386
4.257
4.323
4.326
4.23
4.26
4.246
4.253
4.184
4.227
4.146
4.227
4.196
4.184
4.076
4.35
4.2
4.197
4.15
4.15
4.193
4.367
1.49
1.493
1.507
1.51
1.5
1.517
1.507
1.513
1.507
1.52
1.524
1.523
1.52
1.536
1.49
1.527
1.51
1.52
1.527
1.52
1.523
1.497
1.483
1.513
1.67
1.547
1.64
1.67
1.687
1.717
1.62
1.53
1.254
1.19
1.497
1.466
1.477
1.273
1.457
1.31
