costF,latencyF,dist,time
5514,5301.67028380953,3824.65370322036,3.78700000000003
5275,5621.08093309524,3854.2890348418,3.78700000000003
6507,3380.75817365079,3666.42110336179,3.78700000000003
6632,3321.11592202381,3708.54536737519,3.78700000000003
4928,5958.11875,3866.01742879871,3.78700000000003
4679,6364.61310380952,3949.72597027895,3.78700000000003
6303,3225.11608007937,3540.09825887596,3.78700000000003
4579,6197.51281,3852.8043692262,3.78700000000003
6937,2875.25118261905,3754.63175168858,3.78700000000003
5458,5527.57047,3884.06357121044,3.78700000000003
4329,7984.88228809524,4541.43661616941,3.78700000000003
5273,5709.13850642857,3885.83297008458,3.78700000000003
6235,4369.05880253968,3806.70132201259,3.78700000000003
5565,6031.61355063492,4103.33970761022,3.78700000000003
6709,2787.84452821429,3632.58716734693,3.78700000000003
5076,5872.52661928572,3881.11919728766,3.78700000000003
4945,6348.96077666667,4023.75222720199,3.78700000000003
6588,3691.18523805556,3775.79767935331,3.78700000000003
5167,5662.76143666667,3832.90868951372,3.78700000000003
5969,5413.8536402381,4029.22983453163,3.78700000000003
6128,5266.69108857143,4040.12434902806,3.78700000000003
3750,7827.78377,4339.83579038065,3.78700000000003
7191,2700.21953444444,3840.62711461928,3.78700000000003
