costF,latencyF,dist,time
6589,2569.50136619048,3536.1440253069,3.82600000000002
5387,4728.98634809524,3584.09963869837,3.82600000000002
6133,4034.15540793651,3670.42568564545,3.82600000000002
6602,3142.27368492063,3655.82712634722,3.82600000000002
6135,3593.2466343254,3554.91372522213,3.82600000000002
6451,3030.57722928571,3563.6988980084,3.82600000000002
6215,3772.48124384921,3635.16986312861,3.82600000000002
6119,3564.09267119048,3540.65380857949,3.82600000000002
5829,4277.76628345238,3615.1253566039,3.82600000000002
5863,4127.40252916667,3585.04604704638,3.82600000000002
5868,3932.33871785714,3531.8802284321,3.82600000000002
5840,4455.88756027778,3672.89170647047,3.82600000000002
6246,3295.51386738095,3531.03836180309,3.82600000000002
3534,8683.83338,4687.69981365067,3.82600000000002
6676,2874.98605369048,3634.36792334357,3.82600000000002
5038,8035.039795,4741.92230290717,3.82600000000002
5504,6034.78845952381,4083.8917637225,3.82600000000002
5582,5481.81317277778,3911.8090335943,3.82600000000002
5442,6538.5856625,4253.48288070643,3.82600000000002
6482,3025.31573940476,3576.62058803734,3.82600000000002
6136,4039.70803607143,3673.20490228561,3.82600000000002
5959,6456.11114880952,4392.92192526178,3.82600000000002
