costF,latencyF,dist,time
6066,3659.33584333333,3542.14253010463,3.61699999999996
5435,6071.44911805556,4074.36250820719,3.61699999999996
5433,6093.43714634921,4081.89494158376,3.61699999999996
4575,6674.7334425,4046.06881826137,3.61699999999996
6637,3386.0832,3725.43045960203,3.61699999999996
5106,6465.42998785714,4119.25420822394,3.61699999999996
6774,3369.00323492064,3782.7654829802,3.61699999999996
5191,6225.21231,4052.7690936129,3.61699999999996
6424,3801.64960952381,3732.30209634726,3.61699999999996
5943,5713.23958761905,4121.90355253302,3.61699999999996
6153,5789.20177666667,4224.16459820639,3.61699999999996
6955,3281.76377230159,3845.19175260452,3.61699999999996
5139,6463.99982928571,4128.9409899212,3.61699999999996
7211,2559.14065988095,3825.82415686659,3.61699999999996
4811,6633.82898666667,4097.35915024357,3.61699999999996
6502,3798.66577634921,3765.16485961793,3.61699999999996
6839,3653.21874761905,3876.7875947089,3.61699999999996
6298,5654.81076071428,4232.07067342601,3.61699999999996
6436,4082.58150595238,3810.82562421663,3.61699999999996
7128,2871.42502480159,3842.31263931817,3.61699999999996
6601,3771.13923928571,3801.14101823651,3.61699999999996
4216,7580.40006333333,4336.96671419622,3.61699999999996
5427,6189.01975555556,4115.71058672306,3.61699999999996
4107,7005.44758428571,4060.28770089555,3.61699999999996
