costF,latencyF,dist,time
13060,8034.93795911977,7666.87400455531,6.7829999999999
12677,9083.24675588023,7797.6230453294,6.7829999999999
13343,7830.53674181818,7735.51799598715,6.7829999999999
12653,8673.17823062474,7670.1113033023,6.7829999999999
11478,9905.12136962963,7580.49987380604,6.7829999999999
12346,9132.76558656085,7678.39702117359,6.7829999999999
12647,8812.05641335979,7707.12247262614,6.7829999999999
11689,10108.0888224501,7726.6774981641,6.7829999999999
11777,10715.6864829918,7961.21325241595,6.7829999999999
13544,7456.59749062419,7730.4718830286,6.7829999999999
13492,8030.60657348244,7850.55262287406,6.7829999999999
13712,7824.2144268143,7893.62520323788,6.7829999999999
10187,13531.5527230688,8468.73497190091,6.7829999999999
8638,15355.9187474603,8809.35986009488,6.7829999999999
9964,13628.9011695767,8441.38974177371,6.7829999999999
14619,6451.52228013209,7989.63861402756,6.7829999999999
11519,10194.1908262698,7691.04816657658,6.7829999999999
11286,10336.4231632804,7652.04939559332,6.7829999999999
14021,7195.98864520924,7879.890443115,6.7829999999999
10595,13330.7370768254,8514.14376216786,6.7829999999999
14253,6343.34664739057,7800.41754794192,6.7829999999999
9686,14217.7300025397,8601.77950230528,6.7829999999999
