costF,latencyF,dist,time
12005,9951.50725314815,7796.67431680746,6.41699999999992
11720,10290.4632357431,7798.26957738352,6.41699999999992
12166,8998.76043630832,7566.19530196763,6.41699999999992
14427,6719.13846608225,7957.46741630756,6.41699999999992
13704,8097.49373992063,7958.78478267967,6.41699999999992
10125,13784.5646522487,8551.75197915643,6.41699999999992
13691,7709.05634244108,7856.09684720935,6.41699999999992
14593,6704.08146953269,8029.63818223044,6.41699999999992
12550,8746.4363733646,7648.57256671654,6.41699999999992
12184,9087.34092061087,7599.8292909678,6.41699999999992
12123,9254.62865782347,7625.86520655538,6.41699999999992
12950,8643.04309542328,7784.67555440405,6.41699999999992
11229,13215.1855233526,8670.80690329088,6.41699999999992
13368,8279.76776755892,7862.21944308202,6.41699999999992
11138,12619.7840296296,8415.96686297087,6.41699999999992
11016,12778.825649709,8435.79636112769,6.41699999999992
13534,7819.1467222126,7815.18092342538,6.41699999999992
13917,7244.21613456951,7844.76826305846,6.41699999999992
14405,7226.65352957672,8058.04793725726,6.41699999999992
13177,9001.24382457913,7978.96796881533,6.41699999999992
12523,9534.54898003367,7869.77053751666,6.41699999999992
12167,9563.39903705387,7737.80476204206,6.41699999999992
13331,8045.67745607985,7785.37871152187,6.41699999999992
11173,12953.3860839731,8553.15935839598,6.41699999999992
10907,12949.2845835979,8465.32072970372,6.41699999999992
