costF,latencyF,dist,time
12047,9078.95758984127,7542.50753924277,6.29700000000003
12388,8352.77352103175,7470.46466917636,6.29700000000003
12781,8037.8770497595,7549.19579271611,6.29700000000003
12311,9775.98373610149,7860.19368413592,6.29700000000003
12354,8945.33579902838,7626.27609907645,6.29700000000003
12016,10213.8165832418,7885.21250817161,6.29700000000003
12173,11794.6694682444,8474.90644292218,6.29700000000003
11601,11865.8823368844,8297.32433729069,6.29700000000003
9026,13454.9571174074,8100.99603492176,6.29700000000003
14334,8121.01983912846,8237.33147365575,6.29700000000003
12012,11641.499300582,8363.80072044778,6.29700000000003
11555,12111.4796872583,8369.67689362723,6.29700000000003
10037,12976.6040722487,8202.64625361689,6.29700000000003
9930,13274.6049140236,8288.84846681701,6.29700000000003
13087,9359.49136854978,8044.71329007377,6.29700000000003
