costF,latencyF,dist,time
13180,8041.15162563251,7719.65866257072,6.30300000000011
13568,7696.41379905724,7799.44564322232,6.30300000000011
13957,7109.9612190404,7831.81648048935,6.30300000000011
13035,8301.26835896215,7726.93796674184,6.30300000000011
12817,9347.08622090558,7931.63775365849,6.30300000000011
13396,7281.31448491582,7623.48930326929,6.30300000000011
13103,8031.82313705387,7684.38012960242,6.30300000000011
11733,12432.6007839845,8547.40971367836,6.30300000000011
14314,7435.97298861731,8065.11454176948,6.30300000000011
14329,6527.95410430255,7872.96681353161,6.30300000000011
10654,12968.6267662963,8391.85611476235,6.30300000000011
14263,7312.87713023569,8014.22705134319,6.30300000000011
12242,9133.49584886003,7636.87289440422,6.30300000000011
12831,9083.71446779221,7860.47755439161,6.30300000000011
11704,12300.3932834512,8489.45361798347,6.30300000000011
12899,9413.78948958634,7984.41659663131,6.30300000000011
10588,13029.7355873016,8394.63747691039,6.30300000000011
14046,7045.64128880231,7857.02197353545,6.30300000000011
9638,15306.4733117725,9044.0473412627,6.30300000000011
9648,15109.4709560414,8963.53747930271,6.30300000000011
10633,13658.762975,8654.80350740603,6.30300000000011
