x
13.363
13.323
13.329
13.453
13.293
13.413
13.36
13.349
13.333
13.237
13.28
13.253
13.287
13.247
13.353
13.263
13.193
13.264
13.187
13.31
13.294
13.304
13.324
13.28
13.356
13.307
13.334
13.257
13.23
13.243
13.413
13.217
13.357
13.323
13.453
13.423
13.393
13.363
13.427
13.347
10.846
10.823
10.78
10.783
10.777
10.81
10.816
10.76
10.87
10.723
10.766
10.817
10.79
10.823
10.783
10.75
10.79
10.743
10.723
10.787
10.76
10.78
10.807
10.713
10.734
10.687
10.746
10.766
10.673
10.71
10.763
10.677
10.876
10.847
10.607
10.753
10.47
10.8
10.59
10.703
