x
35.537
36.43
36.31
36.466
35.844
37.333
36.344
36.653
36.004
35.564
35.683
35.954
35.246
36.207
36.457
36.363
35.363
36.433
35.61
37.287
36.883
37.103
37.237
36.61
35.353
35.91
36.236
36.28
34.763
36.453
34.86
35.497
34.93
36.163
36.354
35.413
35.02
34.487
35.737
35.9
3.857
